Player,Gross P/W (GBP/EUR),Gross P/W (USD),Gross P/Min(USD),Gross P/Y  (GBP/EUR),Gross P/Y (USD),Gross P/Y  (GBP/EUR) BONUS,Signed,Gross Remaining (USD),Status,Pos.,Pos.,Age,Country,Club,Competition,
 Bruno Martins Indi             ,11538,14653.26,1.453696429,600000,762000,                 ," Jul 5, 2021      ",#REF!, Reserve , D    , CB   ,32, Netherlands                      ,AZ Alkmaar,UEFA Europa League,
 Sven Mijnans                   ,11538,14653.26,1.453696429,600000,762000,                 ," Jan 31, 2023     ",#REF!, Starter , F    , AM   ,24, Netherlands                      ,AZ Alkmaar,UEFA Europa League,
Jubal,13462,14538.96,1.442357143,700000,756000,,44764,#REF!,Reserve,D,CB,31,Brazil,AS Monaco,Ligue 1,
Lassine Sinayoko,13462,14538.96,1.442357143,700000,756000,,45568,#REF!,Starter,F,RW,24,Mali,AS Monaco,Ligue 1,
Yoann Salmier,13462,14538.96,1.442357143,700000,756000,,45111,#REF!,Reserve,D,CB,31,French Guiana,Brest,Ligue 1,
Jean-Mattéo Bahoya,13462,14538.96,1.442357143,700000,756000,,45316,#REF!,Reserve,F,LW,19,France,Eintracht Frankfurt,Bundesliga,
Niels Nkounkou,13462,14538.96,1.442357143,700000,756000,,45170,#REF!,Reserve,D,LB,23,France,Eintracht Frankfurt,Bundesliga,
Masaya Okugawa,13462,14538.96,1.442357143,700000,756000,,45112,#REF!,Reserve,F,LW,28,Japan,FC Augsburg,Bundesliga,
Tiago Santos,13462,14538.96,1.442357143,700000,756000,,45112,#REF!,Reserve,D,RB,22,Portugal,Lens,Ligue 1,
Martin Valjent,13462,14538.96,1.442357143,700000,756000,,44250,#REF!,Reserve,D,CB,28,Slovakia,Mallorca,La Liga,
Samú Costa,13462,14538.96,1.442357143,700000,756000,,45148,#REF!,Starter,M,DM,23,Portugal,Mallorca,La Liga,
Aitor Fernández,13462,14538.96,1.442357143,700000,756000,,44744,#REF!,Reserve,K,GK,33,Spain,Osasuna,La Liga,
Johnny,13462,14538.96,1.442357143,700000,756000,,45292,#REF!,Starter,M,DM,22,United States,Real Betis,La Liga,
Reda Khadra,13462,14538.96,1.442357143,700000,756000,,45128,#REF!,Reserve,F,AM,23,Germany,Reims,Ligue 1,
Junior Adamu,13462,14538.96,1.442357143,700000,756000,,45108,#REF!,Starter,F,CF,23,Austria,SC Freiburg,Bundesliga,
Dilane Bakwa,13462,14538.96,1.442357143,700000,756000,,45146,#REF!,Starter,F,RW,22,France,Strasbourg,Ligue 1,
Matus Bero,13462,14538.96,1.442357143,700000,756000,,45108,#REF!,Starter,M,CM,28,Slovakia,VfL Bochum,Bundesliga,
 Couhaib Driouech               ,11346,14409.42,1.429505952,590000,749300,                 ," Jul 7, 2024      ",#REF!, Reserve , F    , LW   ,22, Morocco                          ,PSV Eindhoven,UEFA Champions League,
George Ilenikhena,13269,14330.52,1.421678571,690000,745200,,45498,#REF!,Reserve,F,CF,18,France,Marseille,Ligue 1,
 Benjamin Tahirovic             ,11154,14165.58,1.405315476,580000,736600,                 ," Jul 1, 2023      ",#REF!, Reserve , M    , DM   ,21, Bosnia-Herzegovina               ,Ajax,UEFA Europa League,
 Anton Gaaei                    ,11154,14165.58,1.405315476,580000,736600,                 ," Aug 17, 2023     ",#REF!, Reserve , D    , RB   ,21, Denmark                          ,Ajax,UEFA Europa League,
 Tomás Araújo             ,11154,14165.58,1.405315476,580000,736600,                 ," Jul 24, 2023     ",#REF!, Reserve , D    , CB   ,22, Portugal                         ,Benfica,UEFA Champions League,
 Tiago Gouveia            ,11154,14165.58,1.405315476,580000,736600,                 ," Jul 3, 2023      ",#REF!, Reserve , F    , RW   ,23, Portugal                         ,Benfica,UEFA Champions League,
 Bart Nieuwkoop                 ,11154,14165.58,1.405315476,580000,736600,                 ," Aug 10, 2023     ",#REF!, Reserve , D    , RB   ,28, Netherlands                      ,Feyenoord,UEFA Champions League,
 Cláudio Ramos            ,11154,14165.58,1.405315476,580000,736600,                 ," Jun 11, 2024     ",#REF!, Reserve , K    , GK   ,32, Portugal                         ,Porto,UEFA Europa League,
 Vladan Kovacevic         ,11154,14165.58,1.405315476,580000,736600,                 ," Jul 1, 2024      ",#REF!, Reserve , K    , GK   ,26, Bosnia-Herzegovina               ,Sporting CP,UEFA Champions League,
José Manuel Arnáiz,13077,14123.16,1.401107143,680000,734400,,45108,#REF!,Reserve,F,LW,29,Spain,Osasuna,La Liga,
Philipp Lienhart,13077,14123.16,1.401107143,680000,734400,,45078,#REF!,Starter,D,CB,28,Austria,SC Freiburg,Bundesliga,
Junior Mwanga,13077,14123.16,1.401107143,680000,734400,,45146,#REF!,Reserve,M,DM,21,France,Strasbourg,Ligue 1,
 Vitor Carvalho           ,10962,13921.74,1.381125,570000,723900,                 ," Jul 1, 2023      ",#REF!, Starter , M    , DM   ,27, Brazil                           ,Braga,UEFA Europa League,
 Matheus                  ,10962,13921.74,1.381125,570000,723900,                 ," Apr 21, 2022     ",#REF!, Starter , K    , GK   ,32, Brazil                           ,Braga,UEFA Europa League,
Dimitrios Giannoulis,12692,13707.36,1.359857143,660000,712800,,45496,#REF!,Starter,D,LB,28,Greece,FC Augsburg,Bundesliga,
Simon Zoller,12692,13707.36,1.359857143,660000,712800,,45170,#REF!,Reserve,F,CF,33,Germany,FC St. Pauli,Bundesliga,
Jackson Irvine,12692,13707.36,1.359857143,660000,712800,,45528,#REF!,Starter,M,CM,31,Australia,FC St. Pauli,Bundesliga,
Jackson Porozo,12692,13707.36,1.359857143,660000,712800,,45527,#REF!,Reserve,D,CB,24,Ecuador,Leganes,La Liga,
Colin Dagba,12692,13707.36,1.359857143,660000,712800,,43741,#REF!,Reserve,D,RB,25,France,Paris Saint-Germain,Ligue 1,
Dennis Appiah,12692,13707.36,1.359857143,660000,712800,,44929,#REF!,Starter,D,RB,32,France,Saint-Etienne,Ligue 1,
Javi Sánchez,12692,13707.36,1.359857143,660000,712800,,44830,#REF!,Reserve,D,CB,27,Spain,Valladolid,La Liga,
Kike García,12500,13500,1.339285714,650000,702000,,45151,#REF!,Reserve,F,CF,34,Spain,Alaves,La Liga,
Mihajlo Ilić,12500,13500,1.339285714,650000,702000,,45309,#REF!,Reserve,D,CB,21,Serbia,Bologna,Serie A,
Michel Ndary Adopo,12500,13500,1.339285714,650000,702000,,45490,#REF!,Starter,M,CM,24,France,Cagliari,Serie A,
Mattia Viti,12500,13500,1.339285714,650000,702000,,45495,#REF!,Starter,D,CB,22,Italy,Empoli,Serie A,
Alessandro Marcandalli,12500,13500,1.339285714,650000,702000,,45583,#REF!,Reserve,D,CB,21,Italy,Genoa,Serie A,
David Ankeye,12500,13500,1.339285714,650000,702000,,45322,#REF!,Reserve,F,CF,22,Nigeria,Genoa,Serie A,
Daniel Silva,12500,13500,1.339285714,650000,702000,,45316,#REF!,Reserve,M,CM,24,Portugal,Hellas Verona,Serie A,
Benedikt Pichler,12500,13500,1.339285714,650000,702000,,45461,#REF!,Reserve,F,CF,27,Austria,Holstein Kiel,Bundesliga,
Patrick Dorgu,12500,13500,1.339285714,650000,702000,,45583,#REF!,Starter,D,LB,19,Denmark,Lecce,Serie A,
Gaby Jean,12500,13500,1.339285714,650000,702000,,45530,#REF!,Reserve,D,CB,24,France,Lecce,Serie A,
Filip Marchwinski,12500,13500,1.339285714,650000,702000,,45499,#REF!,Reserve,F,AM,22,Poland,Lecce,Serie A,
Mattia Valoti,12500,13500,1.339285714,650000,702000,,44743,#REF!,Reserve,M,CM,30,Italy,Monza,Serie A,
Gerard Gumbau,12500,13500,1.339285714,650000,702000,,45488,#REF!,Reserve,M,DM,29,Spain,Rayo Vallecano,La Liga,
Sergio Camello,12500,13500,1.339285714,650000,702000,,45155,#REF!,Starter,F,CF,23,Spain,Rayo Vallecano,La Liga,
Saïdou Sow,12500,13500,1.339285714,650000,702000,,45147,#REF!,Reserve,D,CB,22,Guinea,Strasbourg,Ligue 1,
Souleymane Isaak Touré,12500,13500,1.339285714,650000,702000,,45534,#REF!,Starter,D,CB,21,France,Udinese,Serie A,
Răzvan Sava,12500,13500,1.339285714,650000,702000,,45527,#REF!,Reserve,K,GK,22,Romania,Udinese,Serie A,
Kamory Doumbia,12308,13292.64,1.318714286,640000,691200,,45534,#REF!,Starter,F,AM,21,Mali,Auxerre,Ligue 1,
Samuel Iling-Junior,12308,13292.64,1.318714286,640000,691200,,45531,#REF!,Reserve,F,LW,20,England,Bologna,Serie A,
Michel Aebischer,12308,13292.64,1.318714286,640000,691200,,44743,#REF!,Starter,M,CM,27,Switzerland,Bologna,Serie A,
Mateusz Wieteska,12308,13292.64,1.318714286,640000,691200,,45167,#REF!,Reserve,D,CB,27,Poland,Cagliari,Serie A,
Patrick Cutrone,12308,13292.64,1.318714286,640000,691200,,45486,#REF!,Starter,F,CF,26,Italy,Como,Serie A,
Aurèle Amenda,12308,13292.64,1.318714286,640000,691200,,45315,#REF!,Reserve,D,CB,21,Switzerland,Eintracht Frankfurt,Bundesliga,
Saba Sazonov,12308,13292.64,1.318714286,640000,691200,,45534,#REF!,Reserve,D,CB,22,Georgia,Empoli,Serie A,
Tyronne Ebuehi,12308,13292.64,1.318714286,640000,691200,,44747,#REF!,Reserve,D,RB,28,Nigeria,Empoli,Serie A,
Oliver Christensen,12308,13292.64,1.318714286,640000,691200,,45148,#REF!,Reserve,K,GK,25,Denmark,Fiorentina,Serie A,
Flavius Daniliuc,12308,13292.64,1.318714286,640000,691200,,45534,#REF!,Reserve,D,CB,23,Austria,Hellas Verona,Serie A,
Martín Satriano,12308,13292.64,1.318714286,640000,691200,,45527,#REF!,Reserve,F,CF,23,Uruguay,Le Havre,Ligue 1,
Rémi Oudin,12308,13292.64,1.318714286,640000,691200,,45166,#REF!,Reserve,F,AM,27,France,Lecce,Serie A,
Lameck Banda,12308,13292.64,1.318714286,640000,691200,,44777,#REF!,Reserve,F,LW,23,Zambia,Lecce,Serie A,
Joan González,12308,13292.64,1.318714286,640000,691200,,44901,#REF!,Reserve,M,CM,22,Spain,Lecce,Serie A,
Warmed Omari,12308,13292.64,1.318714286,640000,691200,,45534,#REF!,Reserve,D,CB,24,Comoros,Lille,Ligue 1,
Jeffrey de Lange,12308,13292.64,1.318714286,640000,691200,,45512,#REF!,Reserve,K,GK,26,Netherlands,Lyon,Ligue 1,
Kiki Kouyaté,12308,13292.64,1.318714286,640000,691200,,44946,#REF!,Reserve,D,CB,27,Mali,Montpellier,Ligue 1,
Elia Caprile,12308,13292.64,1.318714286,640000,691200,,45131,#REF!,Reserve,K,GK,23,Italy,Napoli,Serie A,
Ali Abdi,12308,13292.64,1.318714286,640000,691200,,45537,#REF!,Starter,D,LB,30,Tunisia,Nice,Ligue 1,
Simon Sohm,12308,13292.64,1.318714286,640000,691200,,45308,#REF!,Starter,M,CM,23,Switzerland,Parma,Serie A,
Jordan James,12308,13292.64,1.318714286,640000,691200,,45516,#REF!,Reserve,M,CM,20,Wales,Rennes,Ligue 1,
Gauthier Gallon,12308,13292.64,1.318714286,640000,691200,,45538,#REF!,Reserve,K,GK,31,France,Rennes,Ligue 1,
Igor Miladinovic,12308,13292.64,1.318714286,640000,691200,,45513,#REF!,Reserve,F,AM,21,Serbia,Saint-Etienne,Ligue 1,
Alaa Bellaarouch,12308,13292.64,1.318714286,640000,691200,,45302,#REF!,Reserve,K,GK,22,Morocco,Strasbourg,Ligue 1,
Guillaume Restes,12308,13292.64,1.318714286,640000,691200,,45230,#REF!,Starter,K,GK,19,France,Toulouse,Ligue 1,
Domen Crnigoj,12308,13292.64,1.318714286,640000,691200,,44766,#REF!,Reserve,M,CM,28,Slovenia,Venezia,Serie A,
Cédric Hountondji,12115,13084.2,1.298035714,630000,680400,,44760,#REF!,Reserve,D,CB,30,Benin,Angers,Ligue 1,
Carles Aleñá,12115,13084.2,1.298035714,630000,680400,,44387,#REF!,Reserve,M,CM,26,Spain,Getafe,La Liga,
Alex Suárez,12115,13084.2,1.298035714,630000,680400,,45335,#REF!,Starter,D,CB,31,Spain,Las Palmas,La Liga,
Enzo Loiodice,12115,13084.2,1.298035714,630000,680400,,45489,#REF!,Reserve,M,CM,23,France,Las Palmas,La Liga,
Marc Cardona,12115,13084.2,1.298035714,630000,680400,,45097,#REF!,Reserve,F,CF,29,Spain,Las Palmas,La Liga,
 Volkan Babacan            ,10192,12943.84,1.284111111,530000,673100,                 ," Jun 1, 2024      ",#REF!, Reserve , K    , GK   ,36, Turkey                           ,Istanbul Basaksehir,UEFA Conference League,
 Patryk Szysz              ,10192,12943.84,1.284111111,530000,673100,                 ," Jul 1, 2022      ",#REF!, Reserve , F    , RW   ,26, Poland                           ,Istanbul Basaksehir,UEFA Conference League,
Rodrigo Riquelme,11923,12876.84,1.277464286,620000,669600,,44774,#REF!,Reserve,F,LW,24,Spain,Atletico Madrid,La Liga,
Pol Lozano,11923,12876.84,1.277464286,620000,669600,,45170,#REF!,Starter,M,CM,24,Spain,Espanyol,La Liga,
Álvaro Tejero,11923,12876.84,1.277464286,620000,669600,,45482,#REF!,Reserve,D,RB,28,Spain,Espanyol,La Liga,
Alberto Moleiro,11923,12876.84,1.277464286,620000,669600,,44746,#REF!,Starter,F,AM,20,Spain,Las Palmas,La Liga,
Álex Muñoz,11923,12876.84,1.277464286,620000,669600,,45474,#REF!,Starter,D,CB,30,Spain,Las Palmas,La Liga,
Juan Soriano,11923,12876.84,1.277464286,620000,669600,,45475,#REF!,Reserve,K,GK,27,Spain,Leganes,La Liga,
Matija Nastasic,11923,12876.84,1.277464286,620000,669600,,45534,#REF!,Reserve,D,CB,31,Serbia,Leganes,La Liga,
Jean-Kévin Duverne,11923,12876.84,1.277464286,620000,669600,,45168,#REF!,Reserve,D,CB,27,Haiti,Nantes,Ligue 1,
Peque Fernández,11923,12876.84,1.277464286,620000,669600,,45484,#REF!,Starter,F,SS,21,Spain,Sevilla,La Liga,
Fran Pérez,11923,12876.84,1.277464286,620000,669600,,45174,#REF!,Reserve,F,RW,21,Spain,Valencia,La Liga,
Jesús Vázquez,11923,12876.84,1.277464286,620000,669600,,45464,#REF!,Reserve,D,LB,21,Spain,Valencia,La Liga,
Karl Hein,11923,12876.84,1.277464286,620000,669600,,45517,#REF!,Starter,K,GK,22,Estonia,Valladolid,La Liga,
Nikolas Nartey,11923,12876.84,1.277464286,620000,669600,,44678,#REF!,Reserve,M,CM,24,Denmark,VfB Stuttgart,Bundesliga,
 Kian Fitz-Jim                  ,10000,12700,1.259920635,520000,660400,                 ," Aug 31, 2023     ",#REF!, Starter , M    , CM   ,21, Netherlands                      ,Ajax,UEFA Europa League,
 Alexandre Penetra              ,10000,12700,1.259920635,520000,660400,                 ," Jul 24, 2023     ",#REF!, Starter , D    , CB   ,22, Portugal                         ,AZ Alkmaar,UEFA Europa League,
 Michal Sadílek                 ,10000,12700,1.259920635,520000,660400,                 ," Mar 23, 2024     ",#REF!, Reserve , M    , CM   ,25, Czech Republic                   ,Twente,UEFA Europa League,
 Carel Eiting                   ,10000,12700,1.259920635,520000,660400,                 ," Sep 1, 2023      ",#REF!, Reserve , M    , CM   ,26, Netherlands                      ,Twente,UEFA Europa League,
 Youri Regeer                   ,10000,12700,1.259920635,520000,660400,                 ," Jul 1, 2023      ",#REF!, Starter , M    , CM   ,21, Netherlands                      ,Twente,UEFA Europa League,
 Michel Vlap                    ,10000,12700,1.259920635,520000,660400,                 ," Jul 4, 2022      ",#REF!, Starter , F    , AM   ,27, Netherlands                      ,Twente,UEFA Europa League,
 Nuno Santos              ,10000,12700,1.259920635,520000,660400,                 ," Jul 19, 2023     ",#REF!, Starter , F    , AM   ,25, Portugal                         ,Vitoria de Guimaraes,UEFA Conference League,
Kortney Hause,10000,12700,1.259920635,520000,660400,,44582,#REF!,Reserve,D,CB,29,England,Aston Villa,Premier League,
Joe Gauci,10000,12700,1.259920635,520000,660400,,45323,#REF!,Reserve,K,GK,24,Australia,Aston Villa,Premier League,
Kevin Schade,10000,12700,1.259920635,520000,660400,,45108,#REF!,Starter,F,LW,22,Germany,Brentford,Premier League,
Hákon Rafn Valdimarsson,10000,12700,1.259920635,520000,660400,,45317,#REF!,Reserve,K,GK,22,Iceland,Brentford,Premier League,
Jack Hinshelwood,10000,12700,1.259920635,520000,660400,,45391,#REF!,Starter,D,RB,19,England,Brighton & Hove Albion,Premier League,
Jakub Moder,10000,12700,1.259920635,520000,660400,,44108,#REF!,Reserve,M,CM,25,Poland,Brighton & Hove Albion,Premier League,
Julio Enciso,10000,12700,1.259920635,520000,660400,,44743,#REF!,Reserve,F,AM,20,Paraguay,Brighton & Hove Albion,Premier League,
Steven Benda,10000,12700,1.259920635,520000,660400,,45168,#REF!,Reserve,K,GK,25,Germany,Fulham,Premier League,
Wes Burns,10000,12700,1.259920635,520000,660400,,45544,#REF!,Starter,F,RW,29,Wales,Ipswich Town,Premier League,
Ali Al-Hamadi,10000,12700,1.259920635,520000,660400,,45320,#REF!,Reserve,F,CF,22,Iraq,Ipswich Town,Premier League,
Massimo Luongo,10000,12700,1.259920635,520000,660400,,45315,#REF!,Reserve,M,CM,31,Australia,Ipswich Town,Premier League,
Harry Clarke,10000,12700,1.259920635,520000,660400,,44945,#REF!,Reserve,D,RB,23,England,Ipswich Town,Premier League,
Jack Taylor,10000,12700,1.259920635,520000,660400,,45108,#REF!,Reserve,M,CM,26,Ireland,Ipswich Town,Premier League,
Issahaku Fatawu,10000,12700,1.259920635,520000,660400,,45474,#REF!,Reserve,F,RW,20,Ghana,Leicester City,Premier League,
Jakub Stolarczyk,10000,12700,1.259920635,520000,660400,,45108,#REF!,Reserve,K,GK,23,Poland,Leicester City,Premier League,
Mads Hermansen,10000,12700,1.259920635,520000,660400,,45125,#REF!,Starter,K,GK,24,Denmark,Leicester City,Premier League,
Stephy Mavididi,10000,12700,1.259920635,520000,660400,,45138,#REF!,Starter,F,LW,26,England,Leicester City,Premier League,
Caoimhín Kelleher,10000,12700,1.259920635,520000,660400,,44371,#REF!,Reserve,K,GK,25,Ireland,Liverpool,Premier League,
Conor Bradley,10000,12700,1.259920635,520000,660400,,45108,#REF!,Reserve,D,RB,21,Northern Ireland,Liverpool,Premier League,
Mark Gillespie,10000,12700,1.259920635,520000,660400,,45442,#REF!,Reserve,K,GK,32,England,Newcastle United,Premier League,
James Bree,10000,12700,1.259920635,520000,660400,,44952,#REF!,Reserve,D,RB,26,England,Southampton,Premier League,
Joe Lumley,10000,12700,1.259920635,520000,660400,,45365,#REF!,Reserve,K,GK,29,England,Southampton,Premier League,
Tommy Doyle,10000,12700,1.259920635,520000,660400,,45474,#REF!,Reserve,M,CM,22,England,Wolverhampton Wanderers,Premier League,
Tom King,10000,12700,1.259920635,520000,660400,,45336,#REF!,Reserve,K,GK,29,Wales,Wolverhampton Wanderers,Premier League,
Rayan Aït-Nouri,10000,12700,1.259920635,520000,660400,,44386,#REF!,Starter,D,LB,23,Algeria,Wolverhampton Wanderers,Premier League,
Ibrahima Niane,11538,12461.04,1.236214286,600000,648000,,45108,#REF!,Starter,F,CF,25,Senegal,Angers,Ligue 1,
Assane Dioussé,11538,12461.04,1.236214286,600000,648000,,45148,#REF!,Reserve,M,DM,26,Senegal,AS Monaco,Ligue 1,
Sergio Carreira,11538,12461.04,1.236214286,600000,648000,,44378,#REF!,Reserve,D,RB,23,Spain,Celta Vigo,La Liga,
Maurides,11538,12461.04,1.236214286,600000,648000,,44927,#REF!,Reserve,F,CF,30,Brazil,FC St. Pauli,Bundesliga,
Bertuğ Yıldırım,11538,12461.04,1.236214286,600000,648000,,45527,#REF!,Starter,F,CF,22,Turkey,Getafe,La Liga,
Fabrizio Angileri,11538,12461.04,1.236214286,600000,648000,,44756,#REF!,Reserve,D,LB,30,Argentina,Getafe,La Liga,
Juanpe,11538,12461.04,1.236214286,600000,648000,,45462,#REF!,Reserve,D,CB,33,Spain,Girona,La Liga,
Florian Sotoca,11538,12461.04,1.236214286,600000,648000,,44950,#REF!,Reserve,F,CF,33,France,Le Havre,Ligue 1,
Chiquinho,11538,12461.04,1.236214286,600000,648000,,45534,#REF!,Reserve,F,LW,24,Portugal,Mallorca,La Liga,
Eliesse Ben Seghir,11538,12461.04,1.236214286,600000,648000,,45316,#REF!,Starter,F,AM,19,Morocco,Marseille,Ligue 1,
Akor Adams,11538,12461.04,1.236214286,600000,648000,,45145,#REF!,Starter,F,CF,24,Nigeria,Montpellier,Ligue 1,
Hicham Boudaoui,11538,12461.04,1.236214286,600000,648000,,44951,#REF!,Starter,M,CM,24,Algeria,Nice,Ligue 1,
Raúl García,11538,12461.04,1.236214286,600000,648000,,45148,#REF!,Reserve,F,CF,23,Spain,Osasuna,La Liga,
Jon Pacheco,11538,12461.04,1.236214286,600000,648000,,44743,#REF!,Reserve,D,CB,23,Spain,Real Sociedad,La Liga,
Yehvann Diouf,11538,12461.04,1.236214286,600000,648000,,44994,#REF!,Starter,K,GK,24,France,Reims,Ligue 1,
Ibrahima Wadji,11538,12461.04,1.236214286,600000,648000,,44803,#REF!,Reserve,F,CF,29,Senegal,Saint-Etienne,Ligue 1,
Matthieu Dreyer,11538,12461.04,1.236214286,600000,648000,,45323,#REF!,Starter,K,GK,35,France,Strasbourg,Ligue 1,
Karl-Johan Johnsson,11538,12461.04,1.236214286,600000,648000,,45520,#REF!,Reserve,K,GK,34,Sweden,Strasbourg,Ligue 1,
Aron Dønnum,11538,12461.04,1.236214286,600000,648000,,45170,#REF!,Starter,F,RW,26,Norway,Toulouse,Ligue 1,
Gabriel Suazo,11538,12461.04,1.236214286,600000,648000,,44942,#REF!,Starter,D,LB,27,Chile,Toulouse,Ligue 1,
Danilho Doekhi,11538,12461.04,1.236214286,600000,648000,,44743,#REF!,Starter,D,CB,26,Netherlands,Union Berlin,Bundesliga,
André Almeida,11538,12461.04,1.236214286,600000,648000,,44798,#REF!,Starter,M,CM,24,Portugal,Valencia,La Liga,
Frans Krätzig,11538,12461.04,1.236214286,600000,648000,,45474,#REF!,Reserve,D,LB,21,Germany,VfB Stuttgart,Bundesliga,
Thomas Kastanaras,11538,12461.04,1.236214286,600000,648000,,45492,#REF!,Reserve,F,CF,21,Germany,VfB Stuttgart,Bundesliga,
Cristian Gamboa,11538,12461.04,1.236214286,600000,648000,,45224,#REF!,Reserve,D,RB,34,Costa Rica,VfL Bochum,Bundesliga,
Ilias Akhomach,11538,12461.04,1.236214286,600000,648000,,45110,#REF!,Reserve,F,RW,20,Morocco,Villarreal,La Liga,
Amos Pieper,11538,12461.04,1.236214286,600000,648000,,44743,#REF!,Reserve,D,CB,26,Germany,Werder Bremen,Bundesliga,
Jens Stage,11538,12461.04,1.236214286,600000,648000,,44743,#REF!,Starter,M,CM,27,Denmark,Werder Bremen,Bundesliga,
Timo Becker,11346,12253.68,1.215642857,590000,637200,,44743,#REF!,Starter,D,CB,27,Germany,Holstein Kiel,Bundesliga,
Kialonda Gaspar,11346,12253.68,1.215642857,590000,637200,,45474,#REF!,Starter,D,CB,26,Angola,Lecce,Serie A,
Gabriel Charpentier,11346,12253.68,1.215642857,590000,637200,,44803,#REF!,Reserve,F,CF,25,Congo,Parma,Serie A,
Cenk Özkacar,11346,12253.68,1.215642857,590000,637200,,45533,#REF!,Reserve,D,CB,23,Turkey,Valladolid,La Liga,
 Semih Kılıçsoy            ,9615,12211.05,1.21141369,500000,635000,                 ," Jan 2, 2024      ",#REF!, Reserve , F    , LW   ,19, Turkey                           ,Besiktas,UEFA Europa League,
 Tayyip Sanuc              ,9615,12211.05,1.21141369,500000,635000,                 ," Apr 26, 2024     ",#REF!, Reserve , D    , CB   ,24, Turkey                           ,Besiktas,UEFA Europa League,
 Eyüp Aydın                ,9615,12211.05,1.21141369,500000,635000,                 ," Sep 15, 2023     ",#REF!, Reserve , M    , CM   ,20, Germany                          ,Galatasaray,UEFA Europa League,
Oussama El Azzouzi,11154,12046.32,1.195071429,580000,626400,,45127,#REF!,Reserve,M,DM,23,Morocco,Bologna,Serie A,
Ylber Ramadani,11154,12046.32,1.195071429,580000,626400,,45142,#REF!,Starter,M,DM,28,Albania,Lecce,Serie A,
